PropertyID,Category,Price,area,Rate/sqft,Posted Date
85152,Apartment,26000000,1620.0 sq.ft. | 1100.0 sq.ft.,16049,2025-04-12
100487,Apartment,6600000,598.0 sq.ft.,11037,2025-02-17
205588,Apartment,32800000,2265.0 sq.ft. | 2100.0 sq.ft. | 1700.0 sq.ft.,14481,2024-09-28
139989,Apartment,22000000,1645.0 sq.ft. | 1034.0 sq.ft.,13373,2024-12-13
133419,Apartment,18000000,1660.0 sq.ft. | 1082.0 sq.ft.,10843,2025-02-03
187496,Apartment,17000000,1660.0 sq.ft. | 1082.0 sq.ft.,15711,2024-11-13
133420,Apartment,18100000,1660.0 sq.ft. | 1082.0 sq.ft.,10903,2025-02-03
182576,Apartment,15000000,1360.0 sq.ft. | 894.0 sq.ft.,11029,2024-11-20
184768,Apartment,16000000,1660.0 sq.ft. | 1130.0 sq.ft.,14159,2024-11-21
217092,Apartment,23000000,1790.0 sq.ft. | 1180.0 sq.ft.,12849,2024-11-20
133374,Other,17500000,1645.0 sq.ft. | 1034.0 sq.ft.,10638,2025-03-28
13143,Apartment,17000000,1645.0 sq.ft. | 1034.0 sq.ft.,10334,2025-04-03
169512,Apartment,17500000,1660.0 sq.ft. | 1082.0 sq.ft.,10542,2025-04-11
149878,Apartment,14550000,1360.0 sq.ft. | 894.0 sq.ft.,10698,2025-01-31
36166,Apartment,19800000,1790.0 sq.ft. | 1130.0 sq.ft.,11061,2025-04-09
70017,Other,18500000,1660.0 sq.ft. | 1082.0 sq.ft.,11144,2025-04-08
106831,Other,20000000,1790.0 sq.ft. | 1130.0 sq.ft.,11173,2025-03-28
200461,Apartment,16100000,1645.0 sq.ft. | 1230.0 sq.ft. | 1034.0 sq.ft.,9787,2024-11-23
83529,Apartment,19800000,1790.0 sq.ft. | 1130.0 sq.ft.,11061,2025-02-13
133361,Apartment,15000000,1360.0 sq.ft. | 900.0 sq.ft. | 850.0 sq.ft.,17647,2025-02-04
30238,Other,20000000,1660.0 sq.ft.,12048,2025-04-07
86115,Other,18500000,1660.0 sq.ft.,11144,2025-02-14
147444,Apartment,21000000,1810.0 sq.ft. | 1630.0 sq.ft. | 1500.0 sq.ft.,8839,2024-12-24
194647,Apartment,18500000,1810.0 sq.ft. | 1180.0 sq.ft.,10220,2024-09-29
13601,Apartment,17800000,1660.0 sq.ft.,10722,2025-05-02
184950,Apartment,23000000,1790.0 sq.ft. | 1180.0 sq.ft.,12849,2025-05-04
220044,Apartment,15000000,1360.0 sq.ft.,11029,2024-08-17
150185,Apartment,17500000,1645.0 sq.ft. | 1034.0 sq.ft.,10638,2024-12-22
83949,Apartment,18000001,1660.0 sq.ft. | 1082.0 sq.ft.,10843,2025-02-13
84277,Apartment,18600000,1660.0 sq.ft. | 1082.0 sq.ft.,11204,2025-03-03
188118,Other,16000000,1585.0 sq.ft.,10094,2024-10-16
187652,Other,14500000,1360.0 sq.ft. | 894.0 sq.ft.,16219,2024-11-08
93508,Apartment,19000000,1790.0 sq.ft. | 1130.0 sq.ft.,10614,2025-02-27
197082,Apartment,17500000,1645.0 sq.ft.,10638,2024-10-03
184287,Apartment,17600000,1660.0 sq.ft.,10602,2024-11-18
84416,Apartment,18000000,1660.0 sq.ft. | 1082.0 sq.ft.,10843,2025-02-19
94207,Apartment,17500000,1660.0 sq.ft. | 1082.0 sq.ft.,10542,2025-02-13
97832,Apartment,18000000,1810.0 sq.ft. | 1180.0 sq.ft.,9944,2025-02-11
45396,Apartment,15000000,1360.0 sq.ft. | 894.0 sq.ft.,11029,2025-03-15
94946,Apartment,19975005,1790.0 sq.ft. | 1130.0 sq.ft.,11159,2025-03-03
204605,Apartment,16000000,1645.0 sq.ft. | 1034.0 sq.ft.,9726,2024-10-08
154902,Apartment,17800000,1645.0 sq.ft. | 1034.0 sq.ft.,10820,2025-02-06
180288,Apartment,14500000,1360.0 sq.ft. | 894.0 sq.ft.,10661,2024-11-05
83483,Apartment,15000000,1360.0 sq.ft. | 894.0 sq.ft.,11029,2025-02-19
84417,Apartment,15000000,1360.0 sq.ft. | 894.0 sq.ft.,11029,2025-02-19
187101,Apartment,22500000,1810.0 sq.ft. | 1180.0 sq.ft.,12430,2024-11-04
183674,Apartment,20000000,1790.0 sq.ft. | 1130.0 sq.ft.,17699,2024-11-11
132572,Apartment,15200000,1360.0 sq.ft. | 894.0 sq.ft.,17002,2025-01-21
107004,Other,17666666,1660.0 sq.ft. | 1082.0 sq.ft.,10642,2025-03-28
93685,Apartment,22000000,1810.0 sq.ft. | 1180.0 sq.ft.,12154,2025-03-05
31751,Apartment,20200000,1790.0 sq.ft. | 1130.0 sq.ft.,11284,2025-04-04
217283,Apartment,14500000,1360.0 sq.ft.,10661,2024-11-06
183046,Apartment,14000000,1360.0 sq.ft. | 894.0 sq.ft.,10294,2025-04-03
193386,Apartment,18500000,1810.0 sq.ft. | 1180.0 sq.ft.,10220,2024-09-29
182068,Apartment,18000000,1660.0 sq.ft. | 1082.0 sq.ft.,10843,2024-10-14
189546,Other,14500000,894.0 sq.ft.,16219,2024-07-27
84043,Apartment,15500000,1360.0 sq.ft. | 1090.0 sq.ft. | 894.0 sq.ft.,11397,2025-02-18
187813,Other,19500000,1360.0 sq.ft. | 894.0 sq.ft.,21812,2024-10-28
219313,Other,14500000,1360.0 sq.ft. | 1094.0 sq.ft.,13254,2024-09-26
11508,Other,20500000,1810.0 sq.ft. | 1180.0 sq.ft.,11325,2025-03-22
206247,Apartment,16500000,1645.0 sq.ft. | 1034.0 sq.ft.,15957,2024-10-24
149875,Apartment,21500000,1810.0 sq.ft. | 1180.0 sq.ft.,11878,2025-01-31
184631,Apartment,14000000,1360.0 sq.ft. | 894.0 sq.ft.,10294,2024-10-09
44119,Apartment,15200000,1360.0 sq.ft. | 894.0 sq.ft.,11176,2025-04-11
34757,Apartment,18000001,1660.0 sq.ft. | 1082.0 sq.ft.,10843,2025-04-18
154903,Apartment,17900000,1660.0 sq.ft. | 1180.0 sq.ft.,10783,2024-12-15
186479,Apartment,17500000,1660.0 sq.ft. | 1082.0 sq.ft.,10542,2024-11-18
210249,Villa,15000000,1360.0 sq.ft. | 894.0 sq.ft.,11029,2024-11-16
155680,Apartment,14000000,1360.0 sq.ft. | 894.0 sq.ft.,10294,2024-12-23
13446,Apartment,21000000,1790.0 sq.ft.,11731,2025-05-02
97834,Apartment,14100000,1360.0 sq.ft. | 894.0 sq.ft.,10367,2025-02-11
70578,Apartment,14600000,1360.0 sq.ft. | 894.0 sq.ft.,10735,2025-04-19
140586,Apartment,18500000,1660.0 sq.ft. | 1082.0 sq.ft.,11144,2024-12-30
14105,Apartment,14800000,1360.0 sq.ft.,10882,2025-05-02
203685,Apartment,21500000,1790.0 sq.ft.,12011,2024-11-14
135298,Apartment,21500000,1810.0 sq.ft. | 1180.0 sq.ft.,11878,2025-01-30
206807,Apartment,16500000,1660.0 sq.ft.,9939,2024-11-15
189747,Apartment,17000000,1645.0 sq.ft.,10334,2024-10-31
182881,Apartment,18000000,1645.0 sq.ft. | 1034.0 sq.ft.,17408,2024-11-09
177695,Apartment,21300000,1645.0 sq.ft.,12948,2025-05-02
48743,Apartment,18000000,1660.0 sq.ft. | 1082.0 sq.ft.,10843,2025-03-15
61177,Apartment,17500004,1660.0 sq.ft. | 1130.0 sq.ft.,10542,2025-04-14
32323,Apartment,21800000,1810.0 sq.ft. | 1180.0 sq.ft.,12044,2025-04-04
140464,Apartment,18000000,1660.0 sq.ft.,10843,2024-12-28
182728,Apartment,16800000,1645.0 sq.ft. | 1034.0 sq.ft.,10212,2024-11-11
189318,Apartment,14500000,1376.0 sq.ft.,10537,2024-10-18
180926,Apartment,17500000,1660.0 sq.ft. | 1082.0 sq.ft.,10542,2024-11-05
18126,Apartment,19000000,1660.0 sq.ft. | 1450.0 sq.ft.,13103,2025-04-23
93503,Apartment,17000000,1660.0 sq.ft. | 1082.0 sq.ft.,10240,2025-02-27
34842,Apartment,20000001,1790.0 sq.ft. | 1130.0 sq.ft.,11173,2025-04-18
106391,Other,17800000,1660.0 sq.ft. | 1082.0 sq.ft.,10722,2025-05-01
183342,Apartment,21000000,1810.0 sq.ft. | 1630.0 sq.ft. | 1500.0 sq.ft.,8839,2024-10-23
69775,Apartment,16000000,1360.0 sq.ft. | 894.0 sq.ft.,11764,2025-04-17
171364,Apartment,15250000,1360.0 sq.ft. | 894.0 sq.ft.,11213,2025-04-15
88320,Apartment,18000000,1660.0 sq.ft. | 1405.0 sq.ft. | 1082.0 sq.ft.,10843,2025-02-14
162169,Apartment,14000000,1360.0 sq.ft. | 1088.0 sq.ft. | 1050.0 sq.ft.,10294,2025-04-18
137787,Other,18500000,1660.0 sq.ft.,11144,2024-12-19
213802,Apartment,18000000,1390.0 sq.ft.,12949,2024-11-07
134439,Apartment,21000001,1810.0 sq.ft. | 1180.0 sq.ft.,11602,2025-01-09
90402,Apartment,21500000,1810.0 sq.ft. | 1180.0 sq.ft.,11878,2025-05-02
36280,Apartment,15500000,1360.0 sq.ft. | 894.0 sq.ft.,11397,2025-04-04
183446,Apartment,14500000,1360.0 sq.ft. | 1224.0 sq.ft. | 894.0 sq.ft.,10661,2024-11-14
137959,Other,18600000,1660.0 sq.ft.,11204,2024-12-19
66357,Other,20000000,1790.0 sq.ft. | 1130.0 sq.ft.,11173,2025-04-04
144085,Apartment,15000000,1360.0 sq.ft. | 1000.0 sq.ft. | 894.0 sq.ft.,11029,2025-01-24
134181,Apartment,18000000,1660.0 sq.ft. | 1460.0 sq.ft.,10843,2024-12-26
87960,Apartment,18000000,1660.0 sq.ft. | 1300.0 sq.ft.,10843,2025-02-14
34594,Apartment,21500001,1810.0 sq.ft. | 1180.0 sq.ft.,11878,2025-04-18
47733,Apartment,18000000,1645.0 sq.ft. | 1034.0 sq.ft.,10942,2025-03-12
85069,Apartment,18000000,1645.0 sq.ft.,10942,2025-02-15
134438,Apartment,20500000,1790.0 sq.ft. | 1130.0 sq.ft.,11452,2025-01-09
194629,Apartment,15000000,1360.0 sq.ft. | 894.0 sq.ft.,11029,2024-10-23
135885,Apartment,17700000,1660.0 sq.ft. | 1082.0 sq.ft.,10662,2025-01-09
220755,Apartment,16000000,1645.0 sq.ft.,8510,2024-10-24
38119,Apartment,14900000,1360.0 sq.ft.,10955,2025-03-23
182313,Other,14100000,1360.0 sq.ft. | 894.0 sq.ft.,10367,2024-11-23
138522,Apartment,21000000,1810.0 sq.ft.,11602,2025-04-10
183488,Apartment,17500000,1660.0 sq.ft. | 1082.0 sq.ft.,10542,2024-10-26
88859,Apartment,15000000,1360.0 sq.ft. | 894.0 sq.ft.,11029,2025-04-19
11835,Other,15000000,1360.0 sq.ft. | 894.0 sq.ft.,11029,2025-03-22
162056,Other,11000000,1360.0 sq.ft.,8088,2025-01-28
43785,Apartment,19500000,1790.0 sq.ft. | 1130.0 sq.ft.,10893,2025-04-11
206806,Apartment,22000000,1810.0 sq.ft.,12154,2024-11-15
32824,Apartment,18500000,1660.0 sq.ft. | 1082.0 sq.ft.,11144,2025-04-04
209461,Apartment,17500000,1660.0 sq.ft. | 1600.0 sq.ft. | 1130.0 sq.ft.,10542,2024-10-17
123598,Apartment,15500000,1360.0 sq.ft.,11397,2025-03-18
62933,Penthouse,18500000,1660.0 sq.ft. | 1034.0 sq.ft.,11144,2025-04-02
188803,Other,26000000,1810.0 sq.ft. | 1180.0 sq.ft.,14364,2025-04-21
84418,Apartment,20000000,1790.0 sq.ft. | 1130.0 sq.ft.,11173,2025-02-19
149905,Apartment,14400000,1360.0 sq.ft. | 894.0 sq.ft.,10588,2025-01-08
184286,Apartment,21600000,1810.0 sq.ft.,11933,2024-11-18
207710,Apartment,17500000,1645.0 sq.ft.,10638,2024-10-16
133102,Other,20000000,1810.0 sq.ft. | 1180.0 sq.ft.,11049,2025-05-01
173188,Apartment,15200000,1360.0 sq.ft. | 894.0 sq.ft.,11176,2025-03-07
154814,Apartment,18000000,1660.0 sq.ft. | 1082.0 sq.ft.,10843,2025-01-09
131404,Apartment,20200001,1790.0 sq.ft. | 1130.0 sq.ft.,11284,2025-01-21
191743,Apartment,14000000,1360.0 sq.ft. | 1088.0 sq.ft. | 1050.0 sq.ft.,10294,2024-10-22
184285,Apartment,14000000,1360.0 sq.ft.,10294,2024-11-18
149877,Apartment,17600000,1660.0 sq.ft. | 1082.0 sq.ft.,10602,2025-01-31
35116,Other,18500000,1790.0 sq.ft.,10335,2025-04-18
189568,Apartment,19000000,1660.0 sq.ft. | 1450.0 sq.ft.,13103,2024-11-18
56986,Apartment,17900000,1660.0 sq.ft. | 1082.0 sq.ft.,10783,2025-04-03
189202,Apartment,13200000,1360.0 sq.ft.,9705,2024-10-14
186924,Other,16500000,1645.0 sq.ft. | 1034.0 sq.ft.,10030,2024-10-14
195364,Apartment,14350000,1360.0 sq.ft. | 1145.0 sq.ft. | 894.0 sq.ft.,10551,2024-11-21
97833,Apartment,14900000,1660.0 sq.ft. | 1082.0 sq.ft.,8975,2025-02-11
54214,Apartment,20000000,1810.0 sq.ft. | 1180.0 sq.ft.,11049,2025-04-05
47484,Apartment,18200000,1660.0 sq.ft. | 1350.0 sq.ft. | 1034.0 sq.ft.,17601,2025-03-18
62290,Apartment,17600022,1660.0 sq.ft. | 1130.0 sq.ft.,10602,2025-04-16
100452,Apartment,17000000,1790.0 sq.ft. | 1130.0 sq.ft.,9497,2025-02-11
198522,Apartment,14800000,1360.0 sq.ft. | 894.0 sq.ft.,16554,2024-11-09
219671,Apartment,24000000,1660.0 sq.ft. | 1082.0 sq.ft.,14457,2024-09-06
147877,Apartment,20000000,1790.0 sq.ft. | 1500.0 sq.ft. | 1250.0 sq.ft.,11173,2024-12-09
198523,Apartment,18500000,1660.0 sq.ft. | 1082.0 sq.ft.,17097,2024-11-08
193078,Apartment,18000000,1660.0 sq.ft. | 1082.0 sq.ft.,10843,2024-10-03
48382,Apartment,18000000,1660.0 sq.ft. | 1082.0 sq.ft.,10843,2025-03-07
156460,Apartment,20000000,1810.0 sq.ft. | 1180.0 sq.ft.,11049,2025-02-05
90722,Apartment,15500000,1360.0 sq.ft. | 894.0 sq.ft.,17337,2025-04-09
184284,Apartment,14400000,1360.0 sq.ft.,10588,2024-11-18
149912,Apartment,14800000,1360.0 sq.ft. | 894.0 sq.ft.,10882,2024-12-26
51315,Apartment,19400004,1790.0 sq.ft. | 1600.0 sq.ft. | 1303.0 sq.ft.,10837,2025-03-26
135297,Apartment,19500000,1790.0 sq.ft. | 1130.0 sq.ft.,10893,2025-01-30
155511,Apartment,17200000,1645.0 sq.ft. | 1034.0 sq.ft.,16634,2024-12-10
187350,Apartment,14000000,1360.0 sq.ft.,10294,2024-11-15
153050,Apartment,14500011,1360.0 sq.ft. | 1094.0 sq.ft.,10661,2025-01-29
186567,Plot,16799999,1660.0 sq.ft. | 1082.0 sq.ft.,10120,2024-10-07
192473,Apartment,18000000,1660.0 sq.ft. | 1082.0 sq.ft.,10843,2024-09-28
23794,Apartment,21500000,1810.0 sq.ft. | 1180.0 sq.ft.,11878,2025-04-04
34844,Apartment,15000001,1360.0 sq.ft. | 894.0 sq.ft.,11029,2025-04-18
182573,Apartment,18200000,1660.0 sq.ft. | 1082.0 sq.ft.,16820,2024-11-26
207984,Other,18500000,1660.0 sq.ft.,11144,2024-11-14
132571,Apartment,18500000,1660.0 sq.ft. | 1082.0 sq.ft.,17097,2025-02-03
93507,Apartment,15000000,1360.0 sq.ft. | 894.0 sq.ft.,11029,2025-02-27
191684,Apartment,14500000,1360.0 sq.ft.,10661,2025-04-11
213793,Apartment,14000000,894.0 sq.ft.,15659,2024-11-23
182269,Apartment,21500000,1810.0 sq.ft. | 1180.0 sq.ft.,11878,2024-10-14
149876,Apartment,20600000,1790.0 sq.ft. | 1130.0 sq.ft.,11508,2025-01-31
91815,Apartment,26500000,2000.0 sq.ft. | 1650.0 sq.ft.,13250,2025-02-20
198712,Apartment,81270000,3755.0 sq.ft.,21643,2024-11-09
198836,Apartment,34400000,2295.0 sq.ft.,14989,2024-11-15
196815,Other,8500000,930.0 sq.ft. | 830.0 sq.ft.,10240,2024-11-01
202384,Apartment,15500000,1351.0 sq.ft. | 1150.0 sq.ft. | 950.0 sq.ft.,16315,2024-10-27
189313,Other,6500000,700.0 sq.ft.,9285,2024-08-21
217259,Apartment,6950000,950.0 sq.ft. | 638.0 sq.ft.,7315,2024-11-07
101348,Apartment,7650000,1000.0 sq.ft. | 645.0 sq.ft.,7650,2025-02-12
100948,Apartment,7700000,1000.0 sq.ft. | 645.0 sq.ft.,7700,2025-02-25
99787,Apartment,7700000,1000.0 sq.ft. | 645.0 sq.ft.,7700,2025-02-08
182838,Apartment,3345000,692.12 sq.ft.,4832,2025-04-19
208802,Apartment,7600000,1000.0 sq.ft. | 645.0 sq.ft.,7600,2025-03-28
146189,Apartment,5900000,850.0 sq.ft. | 600.73 sq.ft.,6941,2025-04-04
217882,Apartment,6700000,1000.0 sq.ft. | 640.0 sq.ft.,6700,2024-10-23
216489,Apartment,7200000,692.12 sq.ft.,10402,2024-09-28
218581,Apartment,6300000,1000.0 sq.ft. | 640.0 sq.ft.,6300,2024-10-09
99783,Apartment,7650000,1000.0 sq.ft. | 720.42 sq.ft.,7650,2025-02-10
219044,Apartment,6350000,1000.0 sq.ft. | 640.0 sq.ft.,6350,2024-10-04
36535,Apartment,7600000,1000.0 sq.ft. | 643.0 sq.ft.,7600,2025-03-23
48140,Apartment,7650000,1000.0 sq.ft. | 645.0 sq.ft.,7650,2025-03-09
157673,Other,58000000,2945.0 sq.ft.,19694,2024-12-13
19373,Apartment,3800000,750.0 sq.ft.,5066,2025-04-21
211310,Apartment,26500000,2500.0 sq.ft. | 2200.0 sq.ft.,10600,2024-11-18
157539,Apartment,13000000,1440.0 sq.ft.,7000,2025-01-10
87513,Other,73807500,3785.0 sq.ft. | 3217.0 sq.ft. | 2650.0 sq.ft.,19500,2025-02-07
145566,Apartment,30290000,2245.0 sq.ft.,13492,2025-01-21
209731,Apartment,16200000,1245.0 sq.ft.,13012,2024-10-20
203574,Apartment,32500000,2598.0 sq.ft.,12509,2024-10-07
194122,Apartment,15000000,1883.0 sq.ft.,7966,2024-11-20
37803,Apartment,11000000,1250.0 sq.ft. | 1000.0 sq.ft.,8800,2025-04-09
216934,Apartment,1100000,540.0 sq.ft. | 450.0 sq.ft.,2037,2024-11-15
15616,Apartment,70400000,4400.0 sq.ft.,16000,2025-03-16
83800,Apartment,39700000,2357.0 sq.ft.,16625,2025-02-16
219327,Apartment,5200000,1008.0 sq.ft.,5158,2024-09-25
83061,Apartment,36000000,2250.0 sq.ft. | 1800.0 sq.ft.,16000,2025-04-24
141857,Other,64850000,2700.0 sq.ft. | 2157.0 sq.ft. | 1484.67 sq.ft.,24018,2025-01-15
207966,Other,62370000,2700.0 sq.ft. | 2295.0 sq.ft. | 1890.0 sq.ft.,23100,2025-04-20
141593,Other,16500000,2093.0 sq.ft. | 1740.0 sq.ft.,9482,2025-01-09
190809,Apartment,12800000,1592.0 sq.ft.,8040,2024-11-04
66113,Apartment,23500000,1850.0 sq.ft.,12702,2025-03-25
200321,Other,17500000,2057.0 sq.ft.,8507,2024-11-13
194251,Other,13100000,1523.0 sq.ft. | 1300.0 sq.ft. | 1250.0 sq.ft.,8601,2025-03-23
107035,Other,17500000,2057.0 sq.ft.,8507,2025-03-29
88962,Other,15500000,1895.0 sq.ft.,8179,2025-02-10
200322,Apartment,16900000,2057.0 sq.ft.,8215,2024-11-13
133290,Other,7000000,675.0 sq.ft.,10370,2025-04-26
41298,Apartment,1500000,220.0 sq.ft.,5909,2025-03-20
189593,Apartment,40000000,2700.0 sq.ft.,14814,2024-05-28
67592,Apartment,71000000,3755.0 sq.ft.,18908,2025-03-11
100043,Apartment,60000000,3457.0 sq.ft.,17356,2025-03-10
191242,Other,17200000,1325.0 sq.ft.,12981,2024-11-06
134221,Apartment,25800000,1889.0 sq.ft.,13658,2025-02-01
27237,Apartment,44480000,2780.0 sq.ft.,16000,2025-04-25
4839,Apartment,43500000,2600.0 sq.ft.,16730,2025-03-21
198409,Apartment,17500000,1883.0 sq.ft.,9293,2024-11-08
147846,Apartment,45000000,3050.0 sq.ft. | 2000.0 sq.ft.,14754,2025-01-29
147287,Apartment,7000000,645.08 sq.ft.,10851,2025-02-04
100034,Apartment,7000000,645.08 sq.ft.,10851,2025-02-24
100325,Apartment,6000000,645.08 sq.ft.,9301,2025-02-21
217593,Other,7300000,645.0 sq.ft.,11317,2024-10-24
206862,Apartment,6500000,645.08 sq.ft.,10076,2025-03-29
38463,Apartment,3400000,500.0 sq.ft. | 414.0 sq.ft. | 314.41 sq.ft.,10813,2025-03-18
179610,Other,7500000,746.0 sq.ft.,10053,2025-04-30
60560,Apartment,12500000,645.0 sq.ft.,19379,2025-03-08
38619,Apartment,6500000,1000.0 sq.ft. | 850.0 sq.ft. | 645.08 sq.ft.,10076,2025-03-18
198613,Apartment,6700000,645.08 sq.ft.,10386,2025-04-10
162561,Other,6500000,645.08 sq.ft.,10076,2025-01-14
184404,Apartment,6200000,645.08 sq.ft.,9611,2025-04-16
203213,Other,7000000,645.08 sq.ft.,10851,2025-04-06
208346,Apartment,3700000,314.41 sq.ft.,11768,2025-03-30
34224,Apartment,6900000,645.0 sq.ft.,10697,2025-03-22
34302,Apartment,7000000,645.0 sq.ft.,10852,2025-03-22
193303,Other,7300000,645.0 sq.ft.,11317,2025-04-09
60273,Apartment,6400000,645.08 sq.ft.,9921,2025-03-07
152239,Apartment,44520000,2780.0 sq.ft.,16014,2024-12-29
87651,Penthouse,88000000,4100.0 sq.ft. | 3000.0 sq.ft.,21463,2025-02-06
156305,Apartment,20000000,1478.0 sq.ft.,13531,2025-02-01
190951,Apartment,47500000,4200.0 sq.ft.,11309,2024-11-12
151953,Apartment,74100000,3785.0 sq.ft.,19577,2025-01-22
86710,Apartment,59200000,2960.0 sq.ft.,20000,2025-04-25
198764,Apartment,39600000,2850.0 sq.ft. | 2520.0 sq.ft.,13894,2024-10-21
204329,Apartment,38500000,3050.0 sq.ft. | 2650.0 sq.ft. | 2400.0 sq.ft.,12622,2024-10-11
175102,Other,42000000,2850.0 sq.ft. | 2633.0 sq.ft. | 2400.0 sq.ft.,14736,2025-04-06
202351,Apartment,11620000,1400.0 sq.ft. | 1000.0 sq.ft.,8300,2024-10-26
143288,Apartment,15500000,1242.0 sq.ft.,12479,2025-01-11
27524,Apartment,40155360,2590.0 sq.ft.,15504,2025-04-25
151855,Other,11500000,1500.0 sq.ft.,7666,2025-01-09
23398,Apartment,79530000,2892.0 sq.ft.,27500,2025-04-08
196884,Apartment,51000000,2652.0 sq.ft.,15000,2024-10-27
198761,Apartment,9900000,1135.0 sq.ft. | 800.0 sq.ft.,8722,2024-10-18
191352,Other,51500000,2575.0 sq.ft.,20000,2024-11-14
99442,Apartment,29500000,1550.0 sq.ft.,19032,2025-02-18
198363,Apartment,25500000,1586.0 sq.ft. | 1300.0 sq.ft. | 1100.0 sq.ft.,16078,2024-11-14
139871,Apartment,20000000,1814.0 sq.ft.,11025,2025-01-08
161538,Apartment,12900000,1079.0 sq.ft.,11955,2025-03-25
97332,Other,27000000,2450.0 sq.ft.,11020,2025-02-17
218971,Other,17900000,1814.0 sq.ft. | 1804.0 sq.ft. | 1794.0 sq.ft.,9867,2024-10-02
86260,Apartment,32000000,2450.0 sq.ft.,13265,2025-02-07
134160,Villa,27500000,2450.0 sq.ft. | 1950.0 sq.ft. | 1750.0 sq.ft.,11224,2025-01-16
210965,Apartment,20000000,1814.0 sq.ft.,11025,2024-11-08
88698,Apartment,19800000,1814.0 sq.ft. | 1750.0 sq.ft. | 1500.0 sq.ft.,10915,2025-03-04
25151,Apartment,16500000,1540.0 sq.ft. | 1150.0 sq.ft.,14347,2025-04-10
195813,Apartment,27500000,2450.0 sq.ft.,11224,2024-11-21
143309,Apartment,15500000,1540.0 sq.ft. | 1500.0 sq.ft. | 1450.0 sq.ft.,10064,2025-01-20
97331,Other,28500000,2450.0 sq.ft.,11632,2025-02-17
141830,Apartment,23000000,2440.0 sq.ft. | 2400.0 sq.ft. | 2300.0 sq.ft.,9426,2025-01-20
206650,Apartment,20000000,1814.0 sq.ft. | 1550.0 sq.ft.,11025,2024-10-16
135606,Villa,19000000,1895.0 sq.ft. | 1600.0 sq.ft. | 1350.0 sq.ft.,10026,2025-01-16
134159,Villa,25000000,2312.0 sq.ft.,10813,2025-01-16
95448,Apartment,28200000,2350.0 sq.ft. | 2250.0 sq.ft.,12000,2025-05-01
187355,Apartment,32500000,2450.0 sq.ft.,13265,2024-11-18
144580,Apartment,24000000,2450.0 sq.ft.,9795,2025-01-01
93870,Apartment,21000000,1814.0 sq.ft.,11576,2025-02-17
216465,Apartment,24000000,2731.0 sq.ft. | 2600.0 sq.ft. | 2400.0 sq.ft.,10000,2024-11-05
161283,Apartment,19950000,1814.0 sq.ft.,10997,2024-12-27
159174,Apartment,16000000,1895.0 sq.ft.,8443,2025-03-25
195814,Apartment,18000000,1540.0 sq.ft.,11688,2024-11-21
187254,Apartment,18200000,1814.0 sq.ft.,10363,2024-11-19
168560,Apartment,20500000,1895.0 sq.ft.,10817,2025-03-12
776,Apartment,29000000,2312.0 sq.ft.,12543,2025-04-24
209144,Apartment,19954000,1814.0 sq.ft.,11000,2024-11-08
88662,Apartment,29000000,2731.0 sq.ft. | 2600.0 sq.ft. | 2400.0 sq.ft.,12083,2025-02-28
180335,Apartment,24000000,2450.0 sq.ft.,9795,2025-03-13
204008,Apartment,20500000,1814.0 sq.ft. | 1470.0 sq.ft.,13945,2025-04-10
49090,Apartment,46800000,2405.0 sq.ft.,19459,2025-04-21
153290,Apartment,65000000,3230.0 sq.ft.,20123,2025-01-27
152641,Apartment,41000000,2365.0 sq.ft.,17336,2025-03-10
126652,Apartment,31000000,1776.0 sq.ft.,17454,2025-04-15
161552,Apartment,31500000,1776.0 sq.ft. | 1665.0 sq.ft.,17736,2025-01-11
176853,Apartment,42200000,2567.0 sq.ft. | 2300.0 sq.ft. | 2250.0 sq.ft.,16439,2025-03-20
217011,Other,19000000,2075.0 sq.ft. | 1400.0 sq.ft.,9156,2024-11-12
141535,Other,39900000,2336.0 sq.ft.,17080,2025-02-05
150895,Apartment,34900000,1776.0 sq.ft.,19650,2025-03-06
182855,Apartment,52000000,3400.0 sq.ft. | 2650.0 sq.ft.,15294,2025-03-07
203570,Apartment,26000000,1776.0 sq.ft. | 1600.0 sq.ft. | 1500.0 sq.ft.,14639,2025-04-04
183146,Apartment,27700000,1776.0 sq.ft. | 1450.0 sq.ft.,19103,2024-10-14
142400,Apartment,27999999,1776.0 sq.ft. | 1666.0 sq.ft. | 1444.0 sq.ft.,15765,2025-01-22
115142,Apartment,41000000,2385.0 sq.ft. | 2350.0 sq.ft. | 2335.0 sq.ft.,17190,2025-04-11
202456,Apartment,28500000,1776.0 sq.ft.,16047,2024-11-21
137655,Apartment,30000000,1776.0 sq.ft. | 1700.0 sq.ft. | 1650.0 sq.ft.,18181,2024-12-30
110639,Apartment,32000000,1776.0 sq.ft. | 1750.0 sq.ft. | 1700.0 sq.ft.,18018,2025-04-04
11160,Apartment,41500000,2567.0 sq.ft. | 2456.0 sq.ft. | 2356.0 sq.ft.,17614,2025-04-17
151613,Apartment,30000000,1776.0 sq.ft. | 1775.0 sq.ft. | 1510.0 sq.ft.,16891,2025-01-06
136267,Apartment,36500000,2075.0 sq.ft. | 1777.0 sq.ft.,17590,2024-12-21
138484,Studio,31500000,2075.0 sq.ft.,15180,2025-01-29
135354,Apartment,28000000,1776.0 sq.ft.,15765,2025-01-27
187080,Apartment,27000000,1800.0 sq.ft.,15000,2024-11-09
