property_category,posted_on,price_value
Apartment,2024-01-01,34660041.29615745
Apartment,2025-01-01,35628343.99458004
Other,2024-01-01,32794778.747777257
Other,2025-01-01,31477318.140955232
Penthouse,2024-01-01,89580277.42774567
Penthouse,2025-01-01,90918624.94606742
Plot,2024-01-01,28684823.907563027
Plot,2025-01-01,47307701.80612245
Studio,2024-01-01,45589053.27173913
Studio,2025-01-01,33597941.4893617
Villa,2024-01-01,32612318.612903226
Villa,2025-01-01,40915757.56
