city,location,year,month,quarter,property_category,rate_sqft
Gurgaon,A Block Sushant Lok Phase 1,2024,Nov,Q4,Other,24242.0
Gurgaon,A Block Sushant Lok Phase 1,2025,Feb,Q1,Apartment,25200.0
Gurgaon,A Block Sushant Lok Phase 1,2025,Feb,Q1,Other,24242.0
Gurgaon,A Block Sushant Lok Phase 1,2025,Jan,Q1,Apartment,15000.0
Gurgaon,Acharya Puri,2024,Nov,Q4,Apartment,8536.0
Gurgaon,Adarsh Nagar,2024,Sep,Q3,Apartment,5158.0
Gurgaon,Alahawas,2025,Apr,Q2,Apartment,26147.0
Gurgaon,Alawardi Sarai,2024,Apr,Q2,Apartment,11052.0
Gurgaon,Alawardi Sarai,2024,Aug,Q3,Apartment,12719.39393939394
Gurgaon,Alawardi Sarai,2024,Aug,Q3,Other,12496.3
Gurgaon,Alawardi Sarai,2024,Aug,Q3,Plot,11256.0
Gurgaon,Alawardi Sarai,2024,Dec,Q4,Apartment,12073.872641509433
Gurgaon,Alawardi Sarai,2024,Dec,Q4,Other,12232.281690140846
Gurgaon,Alawardi Sarai,2024,Dec,Q4,Penthouse,17177.0
Gurgaon,Alawardi Sarai,2024,Jul,Q3,Apartment,11231.666666666666
Gurgaon,Alawardi Sarai,2024,Jul,Q3,Other,17906.0
Gurgaon,Alawardi Sarai,2024,Jun,Q2,Apartment,11130.0
Gurgaon,Alawardi Sarai,2024,Jun,Q2,Other,12872.0
Gurgaon,Alawardi Sarai,2024,May,Q2,Apartment,15502.0
Gurgaon,Alawardi Sarai,2024,Nov,Q4,Apartment,11512.780487804877
Gurgaon,Alawardi Sarai,2024,Nov,Q4,Other,10918.63448275862
Gurgaon,Alawardi Sarai,2024,Nov,Q4,Penthouse,11715.0
Gurgaon,Alawardi Sarai,2024,Nov,Q4,Plot,9885.6
Gurgaon,Alawardi Sarai,2024,Nov,Q4,Studio,11922.5
Gurgaon,Alawardi Sarai,2024,Nov,Q4,Villa,10479.75
Gurgaon,Alawardi Sarai,2024,Oct,Q4,Apartment,11720.161787365178
Gurgaon,Alawardi Sarai,2024,Oct,Q4,Other,11812.046511627907
Gurgaon,Alawardi Sarai,2024,Oct,Q4,Penthouse,13038.75
Gurgaon,Alawardi Sarai,2024,Oct,Q4,Plot,13428.25
Gurgaon,Alawardi Sarai,2024,Oct,Q4,Studio,11560.0
Gurgaon,Alawardi Sarai,2024,Oct,Q4,Villa,11680.4
Gurgaon,Alawardi Sarai,2024,Sep,Q3,Apartment,12074.05633802817
Gurgaon,Alawardi Sarai,2024,Sep,Q3,Other,12690.790697674418
Gurgaon,Alawardi Sarai,2024,Sep,Q3,Penthouse,14322.5
Gurgaon,Alawardi Sarai,2024,Sep,Q3,Plot,13000.0
Gurgaon,Alawardi Sarai,2024,Sep,Q3,Villa,11029.0
Gurgaon,Alawardi Sarai,2025,Apr,Q2,Apartment,11897.097690941386
Gurgaon,Alawardi Sarai,2025,Apr,Q2,Other,12883.253623188406
Gurgaon,Alawardi Sarai,2025,Apr,Q2,Penthouse,11115.384615384615
Gurgaon,Alawardi Sarai,2025,Apr,Q2,Plot,12753.333333333334
Gurgaon,Alawardi Sarai,2025,Apr,Q2,Villa,14375.0
Gurgaon,Alawardi Sarai,2025,Feb,Q1,Apartment,12191.95569620253
Gurgaon,Alawardi Sarai,2025,Feb,Q1,Other,12229.274611398963
Gurgaon,Alawardi Sarai,2025,Feb,Q1,Penthouse,12001.4
Gurgaon,Alawardi Sarai,2025,Feb,Q1,Studio,10000.0
Gurgaon,Alawardi Sarai,2025,Feb,Q1,Villa,14055.857142857143
Gurgaon,Alawardi Sarai,2025,Jan,Q1,Apartment,11690.838074398249
Gurgaon,Alawardi Sarai,2025,Jan,Q1,Other,11632.364963503649
Gurgaon,Alawardi Sarai,2025,Jan,Q1,Penthouse,14825.625
Gurgaon,Alawardi Sarai,2025,Jan,Q1,Villa,10272.5
Gurgaon,Alawardi Sarai,2025,Mar,Q1,Apartment,11889.004750593824
Gurgaon,Alawardi Sarai,2025,Mar,Q1,Other,12786.256
Gurgaon,Alawardi Sarai,2025,Mar,Q1,Penthouse,12598.6
Gurgaon,Alawardi Sarai,2025,Mar,Q1,Plot,8617.666666666666
Gurgaon,Alawardi Sarai,2025,Mar,Q1,Villa,11276.333333333334
Gurgaon,Alawardi Sarai,2025,May,Q2,Apartment,11707.92857142857
Gurgaon,Alawardi Sarai,2025,May,Q2,Other,11548.583333333334
Gurgaon,Ambience Caitronia,2025,Mar,Q1,Other,19285.0
Gurgaon,Ambience Island,2024,Nov,Q4,Other,20000.0
Gurgaon,Ambience Island,2025,Jan,Q1,Apartment,19714.0
Gurgaon,Anamika Enclave,2024,Dec,Q4,Apartment,5714.0
Gurgaon,Anamika Enclave,2024,Oct,Q4,Other,6071.0
Gurgaon,Anamika Enclave,2025,Feb,Q1,Other,5312.0
Gurgaon,Ardee City,2024,Oct,Q4,Apartment,17108.0
Gurgaon,Ashok Vihar,2024,Aug,Q3,Apartment,11314.5
Gurgaon,Ashok Vihar,2024,Nov,Q4,Apartment,9203.636363636364
Gurgaon,Ashok Vihar,2024,Nov,Q4,Other,9054.421052631578
Gurgaon,Ashok Vihar,2024,Oct,Q4,Apartment,10065.666666666666
Gurgaon,Ashok Vihar,2024,Oct,Q4,Other,10847.461538461539
Gurgaon,Ashok Vihar,2024,Sep,Q3,Apartment,10997.25
Gurgaon,Ashok Vihar,2025,Apr,Q2,Apartment,10640.777777777777
Gurgaon,Ashok Vihar,2025,Apr,Q2,Other,12153.727272727272
Gurgaon,Ashok Vihar,2025,Feb,Q1,Apartment,10671.083333333334
Gurgaon,Ashok Vihar,2025,Feb,Q1,Other,10497.857142857143
Gurgaon,Ashok Vihar,2025,Jan,Q1,Apartment,10202.64
Gurgaon,Ashok Vihar,2025,Jan,Q1,Other,8949.823529411764
Gurgaon,Ashok Vihar,2025,Mar,Q1,Apartment,9678.1
Gurgaon,Ashok Vihar,2025,Mar,Q1,Other,9842.75
Gurgaon,Ashok Vihar Phase 1,2024,Dec,Q4,Other,7500.0
Gurgaon,Ashok Vihar Phase 1,2025,Feb,Q1,Apartment,14498.0
Gurgaon,Ashok Vihar Phase 2,2024,Oct,Q4,Other,6142.5
Gurgaon,Ashok Vihar Phase 2,2024,Sep,Q3,Other,6753.0
Gurgaon,Ashok Vihar Phase 2,2025,Apr,Q2,Apartment,5500.0
Gurgaon,Ashok Vihar Phase 2,2025,Jan,Q1,Apartment,5538.0
Gurgaon,Ashok Vihar Phase 3 Extension,2024,Aug,Q3,Apartment,5555.0
Gurgaon,Ashok Vihar Phase 3 Extension,2024,Nov,Q4,Other,6285.0
Gurgaon,Ashok Vihar Phase 3 Extension,2025,Apr,Q2,Other,6285.0
Gurgaon,Ashok Vihar Phase 3 Extension,2025,Feb,Q1,Apartment,5000.0
Gurgaon,Ashok Vihar Phase 3 Extension,2025,Mar,Q1,Other,23157.0
Gurgaon,Aura luxury flats 79 b,2025,Mar,Q1,Apartment,13333.0
Gurgaon,Badha,2025,Feb,Q1,Apartment,12182.0
Gurgaon,Badshahpur,2024,Dec,Q4,Other,12580.0
Gurgaon,Badshahpur,2024,Nov,Q4,Other,12580.0
Gurgaon,Badshahpur,2024,Oct,Q4,Apartment,10439.0
Gurgaon,Badshahpur,2024,Oct,Q4,Other,11793.166666666666
Gurgaon,Badshahpur,2024,Sep,Q3,Apartment,4160.0
Gurgaon,Badshahpur,2025,Apr,Q2,Apartment,15191.5
Gurgaon,Badshahpur,2025,Apr,Q2,Other,16666.0
Gurgaon,Badshahpur,2025,Feb,Q1,Apartment,21052.0
Gurgaon,Badshahpur,2025,Feb,Q1,Other,13548.0
Gurgaon,Badshahpur,2025,Jan,Q1,Apartment,12846.0
Gurgaon,Badshahpur,2025,May,Q2,Other,11451.0
Gurgaon,Bandhwari,2024,Aug,Q3,Apartment,12421.0
Gurgaon,Bandhwari,2024,Dec,Q4,Apartment,9571.0
Gurgaon,Bandhwari,2024,Nov,Q4,Apartment,9273.0
Gurgaon,Bandhwari,2024,Nov,Q4,Other,10240.0
Gurgaon,Bandhwari,2024,Oct,Q4,Apartment,10256.0
Gurgaon,Bandhwari,2025,Apr,Q2,Apartment,9545.0
Gurgaon,Bandhwari,2025,Jan,Q1,Apartment,9900.125
Gurgaon,Bandhwari,2025,Mar,Q1,Apartment,10424.2
Gurgaon,Bandhwari,2025,May,Q2,Apartment,10638.8
Gurgaon,Behrampur,2024,Oct,Q4,Apartment,20834.5
Gurgaon,Behrampur,2024,Oct,Q4,Other,17985.0
Gurgaon,Behrampur,2025,Apr,Q2,Other,17985.0
Gurgaon,Behrampur,2025,Feb,Q1,Other,17120.0
Gurgaon,Behrampur,2025,Mar,Q1,Apartment,16834.0
Gurgaon,Bhiwadi,2024,Sep,Q3,Other,4571.0
Gurgaon,Block A Sector 30 Gurgaon,2024,Dec,Q4,Other,23863.0
Gurgaon,Block A Sector 30 Gurgaon,2025,Mar,Q1,Other,25115.0
Gurgaon,Block A South City 2,2024,Oct,Q4,Other,17489.0
Gurgaon,Block A South City 2,2025,Feb,Q1,Other,8267.0
Gurgaon,Block B Rajendra Park,2025,Mar,Q1,Other,3719.0
Gurgaon,Block C Ashok Vihar Phase 3 Extension,2025,Feb,Q1,Apartment,4000.0
Gurgaon,Block C Sector 57 Gurgaon,2025,Feb,Q1,Other,14882.0
Gurgaon,Block C Sheetla Colony,2025,Jan,Q1,Apartment,2591.0
Gurgaon,Block C Sheetla Colony,2025,Mar,Q1,Other,2778.0
Gurgaon,Block C South city 1,2024,Nov,Q4,Apartment,14117.0
Gurgaon,Block C South city 1,2025,Mar,Q1,Penthouse,14542.0
Gurgaon,Block C Surya Vihar,2025,Mar,Q1,Other,4901.0
Gurgaon,"Block C, Sushant Lok Phase 1",2025,Feb,Q1,Other,13605.0
Gurgaon,"Block C, Sushant Lok Phase 1",2025,Mar,Q1,Apartment,16408.0
Gurgaon,Block D Ashok Vihar,2025,Jan,Q1,Apartment,5833.0
Gurgaon,Block D Sector 50,2025,Feb,Q1,Apartment,17368.0
Gurgaon,Block D Sector 52,2024,Nov,Q4,Apartment,10714.0
Gurgaon,Block D sector 56 Gurgaon,2025,Mar,Q1,Apartment,15980.0
Gurgaon,Block E sector 56 Gurgaon,2024,Dec,Q4,Apartment,13411.0
Gurgaon,Block E sector 56 Gurgaon,2025,Feb,Q1,Apartment,9696.0
Gurgaon,Block E sector 56 Gurgaon,2025,Mar,Q1,Apartment,13157.0
Gurgaon,Block F Ashok Vihar Phase 3 Extension,2024,Nov,Q4,Apartment,4642.0
Gurgaon,Block F New Palam Vihar Phase 1,2025,Jan,Q1,Apartment,2769.0
Gurgaon,Block F Sector 57 Gurgaon,2025,Mar,Q1,Apartment,11875.0
Gurgaon,Block G Sector-57 Gurgaon,2024,Nov,Q4,Apartment,16835.0
Gurgaon,Block G South City 1,2024,Sep,Q3,Apartment,12455.0
Gurgaon,"Block G, Rajendra Park",2024,Dec,Q4,Other,6666.0
Gurgaon,"Block G, Rajendra Park",2024,Sep,Q3,Other,5384.0
Gurgaon,"Block H, DLF City Phase 1",2025,Feb,Q1,Other,17407.0
Gurgaon,"Block H, Sector-57, Gurgaon",2025,Apr,Q2,Apartment,17142.0
Gurgaon,"Block H, Sector-57, Gurgaon",2025,Feb,Q1,Apartment,14400.0
Gurgaon,Block K1 New Palam Vihar Phase 1,2024,Aug,Q3,Other,5333.0
Gurgaon,Block M DLF phase 2,2024,Oct,Q4,Apartment,19287.0
Gurgaon,Block M New Palam Vihar Phase 1,2024,Dec,Q4,Other,3358.0
Gurgaon,Block N Sector-51 Gurgaon,2024,Oct,Q4,Apartment,10000.0
Gurgaon,Block N Sector-51 Gurgaon,2025,Mar,Q1,Apartment,14830.0
Gurgaon,"Block N, New Palam Vihar Phase 1",2025,Feb,Q1,Apartment,2457.0
Gurgaon,Block S Sector 49 Gurgaon,2024,Dec,Q4,Apartment,15489.0
Gurgaon,Block S Sector 49 Gurgaon,2024,Nov,Q4,Apartment,18181.0
Gurgaon,Block S Sector 49 Gurgaon,2024,Oct,Q4,Apartment,19761.5
Gurgaon,Block S Sector 49 Gurgaon,2025,Feb,Q1,Apartment,17051.0
Gurgaon,Block S Sector 49 Gurgaon,2025,Mar,Q1,Apartment,16137.0
Gurgaon,Block S Sector 49 Gurgaon,2025,May,Q2,Apartment,18044.0
Gurgaon,Block S Uppals Southend,2024,Oct,Q4,Apartment,10755.0
Gurgaon,Block T Sector-109 Gurgaon,2024,Oct,Q4,Apartment,16226.0
Gurgaon,Block T Sector-109 Gurgaon,2025,Apr,Q2,Apartment,12572.0
Gurgaon,Block T Sector-109 Gurgaon,2025,Feb,Q1,Apartment,13126.0
Gurgaon,C block Sector 43 Gurgaon,2025,Feb,Q1,Apartment,14160.0
Gurgaon,CGHS THE GOD GRACE APPTTS,2025,Feb,Q1,Apartment,11034.0
Gurgaon,CONSCIENT LUXURY APPARTMENT,2025,Jan,Q1,Apartment,15424.0
Gurgaon,Carterpuri Village,2025,Jan,Q1,Other,8823.0
Gurgaon,Chakkarpur,2024,Oct,Q4,Apartment,15000.0
Gurgaon,Chakkarpur,2025,Apr,Q2,Apartment,15681.5
Gurgaon,Chakkarpur,2025,Apr,Q2,Other,18050.0
Gurgaon,Chakkarpur,2025,Feb,Q1,Apartment,17226.5
Gurgaon,Chakkarpur,2025,Jan,Q1,Apartment,16766.5
Gurgaon,Civil Lines,2025,Jan,Q1,Apartment,12800.0
Gurgaon,D Block Sector-49,2024,Dec,Q4,Apartment,17391.0
Gurgaon,D Block Sector-49,2024,Nov,Q4,Apartment,17009.0
Gurgaon,D Block Sector-49,2024,Oct,Q4,Apartment,18333.0
Gurgaon,D Block Sector-49,2025,Feb,Q1,Apartment,17117.0
Gurgaon,D Block Sector-49,2025,Jan,Q1,Apartment,15837.0
Gurgaon,DLF Cyber City,2024,Dec,Q4,Apartment,20244.5
Gurgaon,DLF Cyber City,2024,Nov,Q4,Apartment,22307.0
Gurgaon,DLF Cyber City,2024,Oct,Q4,Apartment,19559.666666666668
Gurgaon,DLF Cyber City,2025,Apr,Q2,Apartment,15021.0
Gurgaon,DLF Cyber City,2025,Apr,Q2,Plot,25000.0
Gurgaon,DLF Cyber City,2025,Feb,Q1,Apartment,19362.0
Gurgaon,DLF Cyber City,2025,Jan,Q1,Apartment,11219.5
Gurgaon,DLF Golf Course,2025,Apr,Q2,Apartment,24425.0
Gurgaon,DLF Phase 1,2024,Dec,Q4,Other,18470.0
Gurgaon,DLF Phase 1,2024,Nov,Q4,Apartment,16474.81818181818
Gurgaon,DLF Phase 1,2024,Nov,Q4,Other,16371.5
Gurgaon,DLF Phase 1,2024,Oct,Q4,Apartment,17164.375
Gurgaon,DLF Phase 1,2024,Oct,Q4,Other,23622.0
Gurgaon,DLF Phase 1,2024,Oct,Q4,Penthouse,19692.0
Gurgaon,DLF Phase 1,2024,Sep,Q3,Apartment,13750.0
Gurgaon,DLF Phase 1,2025,Apr,Q2,Apartment,19466.875
Gurgaon,DLF Phase 1,2025,Apr,Q2,Other,17272.0
Gurgaon,DLF Phase 1,2025,Feb,Q1,Apartment,18796.14285714286
Gurgaon,DLF Phase 1,2025,Feb,Q1,Other,17226.2
Gurgaon,DLF Phase 1,2025,Jan,Q1,Apartment,18656.333333333332
Gurgaon,DLF Phase 1,2025,Jan,Q1,Other,18304.333333333332
Gurgaon,DLF Phase 1,2025,Mar,Q1,Apartment,18413.2
Gurgaon,DLF Phase 1,2025,Mar,Q1,Other,16797.5
Gurgaon,DLF Phase 2,2024,Nov,Q4,Apartment,22685.0
Gurgaon,DLF Phase 2,2024,Nov,Q4,Other,20000.0
Gurgaon,DLF Phase 2,2024,Nov,Q4,Penthouse,19417.0
Gurgaon,DLF Phase 2,2024,Nov,Q4,Villa,24012.0
Gurgaon,DLF Phase 2,2024,Oct,Q4,Apartment,20587.333333333332
Gurgaon,DLF Phase 2,2024,Oct,Q4,Other,24124.0
Gurgaon,DLF Phase 2,2024,Oct,Q4,Penthouse,22500.0
Gurgaon,DLF Phase 2,2024,Sep,Q3,Apartment,18833.0
Gurgaon,DLF Phase 2,2024,Sep,Q3,Penthouse,20338.0
Gurgaon,DLF Phase 2,2025,Apr,Q2,Apartment,23092.0
Gurgaon,DLF Phase 2,2025,Apr,Q2,Plot,18481.0
Gurgaon,DLF Phase 2,2025,Feb,Q1,Apartment,20371.5
Gurgaon,DLF Phase 2,2025,Feb,Q1,Other,21333.0
Gurgaon,DLF Phase 2,2025,Jan,Q1,Apartment,18252.666666666668
Gurgaon,DLF Phase 2,2025,Jan,Q1,Other,21092.0
Gurgaon,DLF Phase 2,2025,Mar,Q1,Other,13334.0
Gurgaon,DLF Phase 2,2025,May,Q2,Apartment,23300.0
Gurgaon,DLF Phase 3,2024,Aug,Q3,Penthouse,18918.0
Gurgaon,DLF Phase 3,2024,Dec,Q4,Apartment,21323.5
Gurgaon,DLF Phase 3,2024,Dec,Q4,Other,20357.0
Gurgaon,DLF Phase 3,2024,Nov,Q4,Apartment,18671.166666666668
Gurgaon,DLF Phase 3,2024,Nov,Q4,Other,19768.0
Gurgaon,DLF Phase 3,2024,Nov,Q4,Penthouse,15555.0
Gurgaon,DLF Phase 3,2024,Oct,Q4,Apartment,19768.764705882353
Gurgaon,DLF Phase 3,2024,Oct,Q4,Other,19743.6
Gurgaon,DLF Phase 3,2024,Oct,Q4,Penthouse,25316.0
Gurgaon,DLF Phase 3,2024,Sep,Q3,Apartment,17513.666666666668
Gurgaon,DLF Phase 3,2024,Sep,Q3,Penthouse,14687.0
Gurgaon,DLF Phase 3,2025,Apr,Q2,Apartment,18715.0
Gurgaon,DLF Phase 3,2025,Apr,Q2,Other,19023.428571428572
Gurgaon,DLF Phase 3,2025,Apr,Q2,Penthouse,28387.0
Gurgaon,DLF Phase 3,2025,Feb,Q1,Apartment,19521.25
Gurgaon,DLF Phase 3,2025,Feb,Q1,Other,7063.0
Gurgaon,DLF Phase 3,2025,Jan,Q1,Apartment,19252.695652173912
Gurgaon,DLF Phase 3,2025,Jan,Q1,Other,20737.2
Gurgaon,DLF Phase 3,2025,Jan,Q1,Penthouse,14072.0
Gurgaon,DLF Phase 3,2025,Mar,Q1,Apartment,19862.0
Gurgaon,DLF Phase 3,2025,Mar,Q1,Other,20950.5
Gurgaon,DLF Phase 3,2025,Mar,Q1,Penthouse,14687.0
Gurgaon,DLF Phase 3,2025,May,Q2,Apartment,24285.0
Gurgaon,DLF Phase 3,2025,May,Q2,Other,22222.0
Gurgaon,DLF Phase 4,2024,Dec,Q4,Apartment,19016.0
Gurgaon,DLF Phase 4,2024,Dec,Q4,Other,20361.0
Gurgaon,DLF Phase 4,2024,Dec,Q4,Villa,19696.0
Gurgaon,DLF Phase 4,2024,Nov,Q4,Apartment,20274.875
Gurgaon,DLF Phase 4,2024,Nov,Q4,Other,21647.6
Gurgaon,DLF Phase 4,2024,Nov,Q4,Penthouse,18007.0
Gurgaon,DLF Phase 4,2024,Oct,Q4,Apartment,23034.666666666668
Gurgaon,DLF Phase 4,2024,Oct,Q4,Other,19988.0
Gurgaon,DLF Phase 4,2024,Oct,Q4,Penthouse,24634.0
Gurgaon,DLF Phase 4,2024,Oct,Q4,Villa,19696.0
Gurgaon,DLF Phase 4,2024,Sep,Q3,Apartment,20461.0
Gurgaon,DLF Phase 4,2024,Sep,Q3,Other,20058.0
Gurgaon,DLF Phase 4,2025,Apr,Q2,Apartment,21996.93181818182
Gurgaon,DLF Phase 4,2025,Apr,Q2,Other,23274.0
Gurgaon,DLF Phase 4,2025,Feb,Q1,Apartment,21716.863636363636
Gurgaon,DLF Phase 4,2025,Feb,Q1,Other,22531.428571428572
Gurgaon,DLF Phase 4,2025,Feb,Q1,Villa,20238.0
Gurgaon,DLF Phase 4,2025,Jan,Q1,Apartment,20833.04
Gurgaon,DLF Phase 4,2025,Jan,Q1,Other,20495.5
Gurgaon,DLF Phase 4,2025,Mar,Q1,Apartment,20996.619047619046
Gurgaon,DLF Phase 4,2025,Mar,Q1,Other,20538.25
Gurgaon,DLF Phase 4,2025,May,Q2,Apartment,22144.14285714286
Gurgaon,DLF Phase 5,2024,Dec,Q4,Apartment,24502.866666666665
Gurgaon,DLF Phase 5,2024,Dec,Q4,Other,25796.0
Gurgaon,DLF Phase 5,2024,Nov,Q4,Apartment,22814.653846153848
Gurgaon,DLF Phase 5,2024,Nov,Q4,Other,24596.083333333332
Gurgaon,DLF Phase 5,2024,Oct,Q4,Apartment,22782.3125
Gurgaon,DLF Phase 5,2024,Oct,Q4,Other,24597.882352941175
Gurgaon,DLF Phase 5,2024,Oct,Q4,Plot,24345.5
Gurgaon,DLF Phase 5,2024,Sep,Q3,Apartment,23838.5
Gurgaon,DLF Phase 5,2024,Sep,Q3,Other,26041.0
Gurgaon,DLF Phase 5,2024,Sep,Q3,Villa,25933.0
Gurgaon,DLF Phase 5,2025,Apr,Q2,Apartment,23608.967741935485
Gurgaon,DLF Phase 5,2025,Apr,Q2,Other,23142.0
Gurgaon,DLF Phase 5,2025,Feb,Q1,Apartment,22067.98181818182
Gurgaon,DLF Phase 5,2025,Feb,Q1,Other,22102.2
Gurgaon,DLF Phase 5,2025,Feb,Q1,Penthouse,28887.0
Gurgaon,DLF Phase 5,2025,Jan,Q1,Apartment,23423.319444444445
Gurgaon,DLF Phase 5,2025,Jan,Q1,Other,22025.11111111111
Gurgaon,DLF Phase 5,2025,Jan,Q1,Villa,22922.0
Gurgaon,DLF Phase 5,2025,Mar,Q1,Apartment,22601.083333333332
Gurgaon,DLF Phase 5,2025,Mar,Q1,Other,20825.45
Gurgaon,DLF Phase 5,2025,May,Q2,Apartment,21176.0
Gurgaon,DLF Phase 5,2025,May,Q2,Other,28469.0
Gurgaon,Daulatabad,2025,Feb,Q1,Villa,11321.0
Gurgaon,Dayanand Colony,2024,Aug,Q3,Apartment,7594.0
Gurgaon,Dayanand Colony,2024,Sep,Q3,Apartment,8000.0
Gurgaon,Dayanand Colony,2025,Jan,Q1,Apartment,6818.0
Gurgaon,Dayanand Colony,2025,Jan,Q1,Other,7391.0
Gurgaon,Dayanand Colony,2025,Mar,Q1,Other,6688.0
Gurgaon,Dharam Colony,2024,Aug,Q3,Apartment,5000.0
Gurgaon,Dharam Colony,2024,Sep,Q3,Other,5720.0
Gurgaon,Dharam Colony,2025,Apr,Q2,Other,6665.0
Gurgaon,Dhorka,2025,Jan,Q1,Apartment,9125.0
Gurgaon,Dhunela,2025,Mar,Q1,Apartment,17345.0
Gurgaon,DownTown 35,2025,Apr,Q2,Apartment,10156.0
Gurgaon,Dwarka Expressway Gurgaon,2024,Aug,Q3,Apartment,8297.0
Gurgaon,Dwarka Expressway Gurgaon,2024,Aug,Q3,Other,9285.0
Gurgaon,Dwarka Expressway Gurgaon,2024,Nov,Q4,Apartment,13497.333333333334
Gurgaon,Dwarka Expressway Gurgaon,2024,Oct,Q4,Apartment,16248.5
Gurgaon,Dwarka Expressway Gurgaon,2024,Sep,Q3,Apartment,17495.0
Gurgaon,Dwarka Expressway Gurgaon,2024,Sep,Q3,Other,4600.0
Gurgaon,Dwarka Expressway Gurgaon,2025,Apr,Q2,Apartment,16136.25
Gurgaon,Dwarka Expressway Gurgaon,2025,Feb,Q1,Apartment,11097.0
Gurgaon,Dwarka Expressway Gurgaon,2025,Feb,Q1,Other,9823.0
Gurgaon,Dwarka Expressway Gurgaon,2025,Jan,Q1,Apartment,11896.25
Gurgaon,Dwarka Expressway Gurgaon,2025,Mar,Q1,Apartment,8854.25
Gurgaon,Farukhnagar,2024,Oct,Q4,Other,4500.0
Gurgaon,Fazilpur Jharsa,2024,Nov,Q4,Apartment,18760.0
Gurgaon,Fazilpur Jharsa,2024,Oct,Q4,Apartment,17900.0
Gurgaon,Fazilpur Jharsa,2025,Apr,Q2,Apartment,22535.666666666668
Gurgaon,Galleria Market,2024,Dec,Q4,Apartment,20521.333333333332
Gurgaon,Galleria Market,2024,Oct,Q4,Studio,22887.0
Gurgaon,Galleria Market,2025,Apr,Q2,Apartment,21713.5
Gurgaon,Galleria Market,2025,Feb,Q1,Apartment,24135.0
Gurgaon,Galleria Market,2025,Mar,Q1,Penthouse,13815.0
Gurgaon,Garauli Kalan,2024,Dec,Q4,Apartment,8461.25
Gurgaon,Garauli Kalan,2025,Feb,Q1,Apartment,7100.0
Gurgaon,Garauli Kalan,2025,Jan,Q1,Apartment,7716.25
Gurgaon,Garauli Khurd,2024,Dec,Q4,Apartment,9037.166666666666
Gurgaon,Garauli Khurd,2024,Oct,Q4,Apartment,16604.0
Gurgaon,Garauli Khurd,2024,Oct,Q4,Other,14518.0
Gurgaon,Garauli Khurd,2024,Sep,Q3,Other,11089.0
Gurgaon,Garauli Khurd,2025,Jan,Q1,Apartment,11956.6
Gurgaon,Garauli Khurd,2025,Mar,Q1,Apartment,7269.0
Gurgaon,Garden Estate,2024,Nov,Q4,Apartment,28484.0
Gurgaon,Ghamroj,2025,Jan,Q1,Apartment,11069.0
Gurgaon,Golf Course Ext Road,2024,Nov,Q4,Apartment,17177.0
Gurgaon,Golf Course Ext Road,2024,Oct,Q4,Apartment,19687.4
Gurgaon,Golf Course Ext Road,2024,Oct,Q4,Other,8000.0
Gurgaon,Golf Course Ext Road,2024,Sep,Q3,Apartment,10869.0
Gurgaon,Golf Course Ext Road,2025,Apr,Q2,Apartment,15819.5
Gurgaon,Golf Course Ext Road,2025,Apr,Q2,Other,11400.0
Gurgaon,Golf Course Extension Road Sector 67,2024,Oct,Q4,Apartment,18900.0
Gurgaon,Golf Course Road,2024,Aug,Q3,Apartment,21639.0
Gurgaon,Golf Course Road,2024,Dec,Q4,Apartment,21421.0
Gurgaon,Golf Course Road,2024,Nov,Q4,Other,21481.0
Gurgaon,Golf Course Road,2025,Apr,Q2,Apartment,12275.0
Gurgaon,Golf Course Road,2025,Jan,Q1,Apartment,18787.0
Gurgaon,Golf Course Road,2025,Mar,Q1,Apartment,21852.0
Gurgaon,Gurgaon Faridabad Road,2024,Dec,Q4,Other,12307.0
Gurgaon,Gurugram,2025,Feb,Q1,Apartment,5625.0
Gurgaon,Gwal Pahari,2024,Dec,Q4,Apartment,18547.0
Gurgaon,Gwal Pahari,2024,Dec,Q4,Other,15053.5
Gurgaon,Gwal Pahari,2024,May,Q2,Other,18000.0
Gurgaon,Gwal Pahari,2024,Nov,Q4,Apartment,15490.857142857143
Gurgaon,Gwal Pahari,2024,Nov,Q4,Other,15097.636363636364
Gurgaon,Gwal Pahari,2024,Nov,Q4,Penthouse,9455.666666666666
Gurgaon,Gwal Pahari,2024,Oct,Q4,Apartment,14959.809523809523
Gurgaon,Gwal Pahari,2024,Oct,Q4,Other,16200.57142857143
Gurgaon,Gwal Pahari,2024,Oct,Q4,Penthouse,28186.0
Gurgaon,Gwal Pahari,2024,Sep,Q3,Apartment,19046.0
Gurgaon,Gwal Pahari,2024,Sep,Q3,Other,15000.0
Gurgaon,Gwal Pahari,2025,Apr,Q2,Apartment,16447.16129032258
Gurgaon,Gwal Pahari,2025,Apr,Q2,Other,19008.444444444445
Gurgaon,Gwal Pahari,2025,Apr,Q2,Penthouse,15610.666666666666
Gurgaon,Gwal Pahari,2025,Apr,Q2,Villa,17578.0
Gurgaon,Gwal Pahari,2025,Feb,Q1,Apartment,15608.96
Gurgaon,Gwal Pahari,2025,Feb,Q1,Other,14327.75
Gurgaon,Gwal Pahari,2025,Feb,Q1,Penthouse,12241.0
Gurgaon,Gwal Pahari,2025,Jan,Q1,Apartment,13171.304347826086
Gurgaon,Gwal Pahari,2025,Jan,Q1,Other,15600.0
Gurgaon,Gwal Pahari,2025,Jan,Q1,Plot,23684.0
