city,location,year,month,quarter,property_category,rate_sqft
Gurgaon,Sector 79 Gurgaon,2025,Feb,Q1,Other,13652.136363636364
Gurgaon,Sector 79 Gurgaon,2025,Jan,Q1,Apartment,13021.0
Gurgaon,Sector 79 Gurgaon,2025,Jan,Q1,Other,13482.783783783783
Gurgaon,Sector 79 Gurgaon,2025,Mar,Q1,Apartment,12567.953488372093
Gurgaon,Sector 79 Gurgaon,2025,Mar,Q1,Other,13231.407407407407
Gurgaon,Sector 79 Gurgaon,2025,Mar,Q1,Penthouse,12532.0
Gurgaon,Sector 79 Gurgaon,2025,May,Q2,Apartment,12289.8
Gurgaon,Sector 79 Gurgaon,2025,May,Q2,Other,13916.0
Gurgaon,Sector 8 IMT Manesar,2025,Feb,Q1,Apartment,3590.0
Gurgaon,Sector 80 Gurgaon,2024,Dec,Q4,Apartment,16742.0
Gurgaon,Sector 80 Gurgaon,2024,Dec,Q4,Other,16500.0
Gurgaon,Sector 80 Gurgaon,2024,Dec,Q4,Villa,14314.5
Gurgaon,Sector 80 Gurgaon,2024,Nov,Q4,Apartment,18557.55172413793
Gurgaon,Sector 80 Gurgaon,2024,Nov,Q4,Other,15532.75
Gurgaon,Sector 80 Gurgaon,2024,Nov,Q4,Penthouse,18731.0
Gurgaon,Sector 80 Gurgaon,2024,Nov,Q4,Studio,10948.0
Gurgaon,Sector 80 Gurgaon,2024,Oct,Q4,Apartment,23303.555555555555
Gurgaon,Sector 80 Gurgaon,2024,Oct,Q4,Other,15609.5
Gurgaon,Sector 80 Gurgaon,2025,Apr,Q2,Apartment,25727.5
Gurgaon,Sector 80 Gurgaon,2025,Apr,Q2,Studio,10948.0
Gurgaon,Sector 80 Gurgaon,2025,Apr,Q2,Villa,22919.0
Gurgaon,Sector 80 Gurgaon,2025,Feb,Q1,Apartment,18790.7
Gurgaon,Sector 80 Gurgaon,2025,Feb,Q1,Other,15109.5
Gurgaon,Sector 80 Gurgaon,2025,Jan,Q1,Apartment,15672.115384615385
Gurgaon,Sector 80 Gurgaon,2025,Jan,Q1,Other,17460.5
Gurgaon,Sector 80 Gurgaon,2025,Mar,Q1,Apartment,13582.0
Gurgaon,Sector 80 Gurgaon,2025,Mar,Q1,Penthouse,18731.0
Gurgaon,Sector 80 Gurgaon,2025,May,Q2,Other,18095.0
Gurgaon,Sector 81 Gurgaon,2024,Aug,Q3,Apartment,12137.0
Gurgaon,Sector 81 Gurgaon,2024,Aug,Q3,Other,13306.0
Gurgaon,Sector 81 Gurgaon,2024,Aug,Q3,Plot,9131.0
Gurgaon,Sector 81 Gurgaon,2024,Dec,Q4,Apartment,14518.5
Gurgaon,Sector 81 Gurgaon,2024,Dec,Q4,Other,15418.0
Gurgaon,Sector 81 Gurgaon,2024,Jul,Q3,Other,16219.0
Gurgaon,Sector 81 Gurgaon,2024,Nov,Q4,Apartment,13713.757575757576
Gurgaon,Sector 81 Gurgaon,2024,Nov,Q4,Other,12729.636363636364
Gurgaon,Sector 81 Gurgaon,2024,Nov,Q4,Villa,11029.0
Gurgaon,Sector 81 Gurgaon,2024,Oct,Q4,Apartment,14313.145454545454
Gurgaon,Sector 81 Gurgaon,2024,Oct,Q4,Other,15403.4
Gurgaon,Sector 81 Gurgaon,2024,Oct,Q4,Penthouse,14285.0
Gurgaon,Sector 81 Gurgaon,2024,Oct,Q4,Plot,8571.5
Gurgaon,Sector 81 Gurgaon,2024,Oct,Q4,Villa,16730.0
Gurgaon,Sector 81 Gurgaon,2024,Sep,Q3,Apartment,13961.636363636364
Gurgaon,Sector 81 Gurgaon,2024,Sep,Q3,Other,11039.0
Gurgaon,Sector 81 Gurgaon,2025,Apr,Q2,Apartment,15126.186274509804
Gurgaon,Sector 81 Gurgaon,2025,Apr,Q2,Other,13984.833333333334
Gurgaon,Sector 81 Gurgaon,2025,Apr,Q2,Penthouse,11144.0
Gurgaon,Sector 81 Gurgaon,2025,Apr,Q2,Plot,7023.0
Gurgaon,Sector 81 Gurgaon,2025,Feb,Q1,Apartment,14725.60909090909
Gurgaon,Sector 81 Gurgaon,2025,Feb,Q1,Other,14751.454545454546
Gurgaon,Sector 81 Gurgaon,2025,Jan,Q1,Apartment,14399.839285714286
Gurgaon,Sector 81 Gurgaon,2025,Jan,Q1,Other,14851.727272727272
Gurgaon,Sector 81 Gurgaon,2025,Mar,Q1,Apartment,14114.444444444445
Gurgaon,Sector 81 Gurgaon,2025,Mar,Q1,Other,14557.76
Gurgaon,Sector 81 Gurgaon,2025,May,Q2,Apartment,15278.157894736842
Gurgaon,Sector 81 Gurgaon,2025,May,Q2,Other,13130.0
Gurgaon,Sector 81A Gurgaon,2025,Feb,Q1,Apartment,13383.0
Gurgaon,Sector 82 Gurgaon,2024,Aug,Q3,Apartment,11107.0
Gurgaon,Sector 82 Gurgaon,2024,Aug,Q3,Other,15485.25
Gurgaon,Sector 82 Gurgaon,2024,Dec,Q4,Apartment,10881.666666666666
Gurgaon,Sector 82 Gurgaon,2024,Dec,Q4,Other,10420.0
Gurgaon,Sector 82 Gurgaon,2024,Feb,Q1,Apartment,11185.0
Gurgaon,Sector 82 Gurgaon,2024,Jul,Q3,Apartment,14003.0
Gurgaon,Sector 82 Gurgaon,2024,Nov,Q4,Apartment,10379.42857142857
Gurgaon,Sector 82 Gurgaon,2024,Nov,Q4,Other,11021.5
Gurgaon,Sector 82 Gurgaon,2024,Nov,Q4,Plot,16645.0
Gurgaon,Sector 82 Gurgaon,2024,Oct,Q4,Apartment,10575.64
Gurgaon,Sector 82 Gurgaon,2024,Oct,Q4,Other,10215.0
Gurgaon,Sector 82 Gurgaon,2024,Oct,Q4,Plot,9414.857142857143
Gurgaon,Sector 82 Gurgaon,2024,Oct,Q4,Villa,10551.857142857143
Gurgaon,Sector 82 Gurgaon,2024,Sep,Q3,Apartment,11320.0
Gurgaon,Sector 82 Gurgaon,2025,Apr,Q2,Apartment,10847.045454545454
Gurgaon,Sector 82 Gurgaon,2025,Apr,Q2,Other,11319.777777777777
Gurgaon,Sector 82 Gurgaon,2025,Apr,Q2,Penthouse,11720.0
Gurgaon,Sector 82 Gurgaon,2025,Apr,Q2,Plot,16645.0
Gurgaon,Sector 82 Gurgaon,2025,Feb,Q1,Apartment,11148.739130434782
Gurgaon,Sector 82 Gurgaon,2025,Feb,Q1,Other,11663.333333333334
Gurgaon,Sector 82 Gurgaon,2025,Feb,Q1,Penthouse,11834.0
Gurgaon,Sector 82 Gurgaon,2025,Jan,Q1,Apartment,10733.25925925926
Gurgaon,Sector 82 Gurgaon,2025,Jan,Q1,Other,10657.916666666666
Gurgaon,Sector 82 Gurgaon,2025,Mar,Q1,Apartment,11272.366666666667
Gurgaon,Sector 82 Gurgaon,2025,Mar,Q1,Other,10762.45
Gurgaon,Sector 82 Gurgaon,2025,May,Q2,Apartment,10184.666666666666
Gurgaon,Sector 82 Gurgaon,2025,May,Q2,Other,10656.5
Gurgaon,Sector 82A Gurgaon,2024,Aug,Q3,Apartment,15993.333333333334
Gurgaon,Sector 82A Gurgaon,2024,Aug,Q3,Other,19120.0
Gurgaon,Sector 82A Gurgaon,2024,Dec,Q4,Apartment,15949.36
Gurgaon,Sector 82A Gurgaon,2024,Dec,Q4,Other,16754.333333333332
Gurgaon,Sector 82A Gurgaon,2024,Nov,Q4,Apartment,16079.8
Gurgaon,Sector 82A Gurgaon,2024,Nov,Q4,Other,15857.25
Gurgaon,Sector 82A Gurgaon,2024,Nov,Q4,Studio,19251.0
Gurgaon,Sector 82A Gurgaon,2024,Oct,Q4,Apartment,16301.140625
Gurgaon,Sector 82A Gurgaon,2024,Oct,Q4,Other,17566.272727272728
Gurgaon,Sector 82A Gurgaon,2024,Oct,Q4,Penthouse,15942.5
Gurgaon,Sector 82A Gurgaon,2024,Oct,Q4,Villa,16620.0
Gurgaon,Sector 82A Gurgaon,2024,Sep,Q3,Apartment,16214.4
Gurgaon,Sector 82A Gurgaon,2024,Sep,Q3,Other,17458.5
Gurgaon,Sector 82A Gurgaon,2025,Apr,Q2,Apartment,16613.595238095237
Gurgaon,Sector 82A Gurgaon,2025,Apr,Q2,Other,15772.625
Gurgaon,Sector 82A Gurgaon,2025,Feb,Q1,Apartment,16160.825
Gurgaon,Sector 82A Gurgaon,2025,Feb,Q1,Other,19434.5
Gurgaon,Sector 82A Gurgaon,2025,Jan,Q1,Apartment,16070.510638297872
Gurgaon,Sector 82A Gurgaon,2025,Jan,Q1,Other,15432.2
Gurgaon,Sector 82A Gurgaon,2025,Mar,Q1,Apartment,16468.02857142857
Gurgaon,Sector 82A Gurgaon,2025,Mar,Q1,Other,16011.882352941177
Gurgaon,Sector 82A Gurgaon,2025,Mar,Q1,Studio,16538.0
Gurgaon,Sector 82A Gurgaon,2025,May,Q2,Apartment,16256.357142857143
Gurgaon,Sector 83,2024,Aug,Q3,Apartment,11498.0
Gurgaon,Sector 83,2024,Aug,Q3,Other,21693.5
Gurgaon,Sector 83,2024,Aug,Q3,Plot,9126.0
Gurgaon,Sector 83,2024,Dec,Q4,Apartment,13306.432432432432
Gurgaon,Sector 83,2024,Dec,Q4,Other,12303.625
Gurgaon,Sector 83,2024,Jul,Q3,Other,9328.0
Gurgaon,Sector 83,2024,Jun,Q2,Other,12605.0
Gurgaon,Sector 83,2024,Nov,Q4,Apartment,12195.677215189873
Gurgaon,Sector 83,2024,Nov,Q4,Other,11475.217391304348
Gurgaon,Sector 83,2024,Nov,Q4,Penthouse,10479.666666666666
Gurgaon,Sector 83,2024,Oct,Q4,Apartment,11643.565217391304
Gurgaon,Sector 83,2024,Oct,Q4,Other,13065.47619047619
Gurgaon,Sector 83,2024,Oct,Q4,Plot,10398.5
Gurgaon,Sector 83,2024,Oct,Q4,Villa,10585.214285714286
Gurgaon,Sector 83,2024,Sep,Q3,Apartment,12665.75
Gurgaon,Sector 83,2024,Sep,Q3,Other,12609.2
Gurgaon,Sector 83,2025,Apr,Q2,Apartment,11534.716666666667
Gurgaon,Sector 83,2025,Apr,Q2,Other,11587.79411764706
Gurgaon,Sector 83,2025,Apr,Q2,Penthouse,11572.75
Gurgaon,Sector 83,2025,Feb,Q1,Apartment,12346.032786885246
Gurgaon,Sector 83,2025,Feb,Q1,Other,11450.423076923076
Gurgaon,Sector 83,2025,Feb,Q1,Penthouse,11163.5
Gurgaon,Sector 83,2025,Feb,Q1,Villa,10780.5
Gurgaon,Sector 83,2025,Jan,Q1,Apartment,12071.057692307691
Gurgaon,Sector 83,2025,Jan,Q1,Other,12823.157894736842
Gurgaon,Sector 83,2025,Jan,Q1,Penthouse,11110.5
Gurgaon,Sector 83,2025,Mar,Q1,Apartment,11781.598484848484
Gurgaon,Sector 83,2025,Mar,Q1,Other,12442.0
Gurgaon,Sector 83,2025,Mar,Q1,Penthouse,12524.5
Gurgaon,Sector 83,2025,Mar,Q1,Studio,7891.0
Gurgaon,Sector 83,2025,May,Q2,Apartment,11676.764705882353
Gurgaon,Sector 83,2025,May,Q2,Other,8776.75
Gurgaon,Sector 83,2025,May,Q2,Villa,9357.5
Gurgaon,Sector 83 Gurgaon,2024,Dec,Q4,Apartment,11931.0
Gurgaon,Sector 83 Gurgaon,2024,Dec,Q4,Other,10270.0
Gurgaon,Sector 83 Gurgaon,2024,Nov,Q4,Apartment,13228.5
Gurgaon,Sector 83 Gurgaon,2024,Oct,Q4,Apartment,10507.333333333334
Gurgaon,Sector 83 Gurgaon,2024,Oct,Q4,Other,12537.666666666666
Gurgaon,Sector 83 Gurgaon,2024,Sep,Q3,Other,7516.0
Gurgaon,Sector 83 Gurgaon,2025,Apr,Q2,Apartment,10137.0
Gurgaon,Sector 83 Gurgaon,2025,Apr,Q2,Other,12837.5
Gurgaon,Sector 83 Gurgaon,2025,Feb,Q1,Apartment,11095.75
Gurgaon,Sector 83 Gurgaon,2025,Feb,Q1,Other,10344.0
Gurgaon,Sector 83 Gurgaon,2025,Feb,Q1,Plot,17473.8
Gurgaon,Sector 83 Gurgaon,2025,Jan,Q1,Apartment,11614.5
Gurgaon,Sector 84,2024,Aug,Q3,Apartment,10244.0
Gurgaon,Sector 84,2024,Aug,Q3,Other,10025.333333333334
Gurgaon,Sector 84,2024,Dec,Q4,Apartment,10511.255813953489
Gurgaon,Sector 84,2024,Dec,Q4,Other,9771.333333333334
Gurgaon,Sector 84,2024,Nov,Q4,Apartment,10550.807017543859
Gurgaon,Sector 84,2024,Nov,Q4,Other,9233.972222222223
Gurgaon,Sector 84,2024,Nov,Q4,Penthouse,14736.0
Gurgaon,Sector 84,2024,Oct,Q4,Apartment,10855.718954248367
Gurgaon,Sector 84,2024,Oct,Q4,Other,9277.233333333334
Gurgaon,Sector 84,2024,Oct,Q4,Villa,9937.1875
Gurgaon,Sector 84,2024,Sep,Q3,Apartment,11412.6
Gurgaon,Sector 84,2024,Sep,Q3,Other,9666.5
Gurgaon,Sector 84,2025,Apr,Q2,Apartment,10265.36607142857
Gurgaon,Sector 84,2025,Apr,Q2,Other,9717.595238095239
Gurgaon,Sector 84,2025,Feb,Q1,Apartment,10634.142857142857
Gurgaon,Sector 84,2025,Feb,Q1,Other,10847.277777777777
Gurgaon,Sector 84,2025,Feb,Q1,Villa,11145.5
Gurgaon,Sector 84,2025,Jan,Q1,Apartment,12188.704
Gurgaon,Sector 84,2025,Jan,Q1,Other,10646.148148148148
Gurgaon,Sector 84,2025,Jan,Q1,Villa,8493.0
Gurgaon,Sector 84,2025,Mar,Q1,Apartment,10354.989130434782
Gurgaon,Sector 84,2025,Mar,Q1,Other,10186.5
Gurgaon,Sector 84,2025,Mar,Q1,Studio,10500.0
Gurgaon,Sector 84,2025,Mar,Q1,Villa,7398.0
Gurgaon,Sector 84,2025,May,Q2,Apartment,10533.55
Gurgaon,Sector 84,2025,May,Q2,Other,9988.6
Gurgaon,Sector 84,2025,May,Q2,Studio,11181.0
Gurgaon,Sector 84 Gurgaon,2024,Dec,Q4,Apartment,19982.666666666668
Gurgaon,Sector 84 Gurgaon,2024,Nov,Q4,Apartment,19150.5
Gurgaon,Sector 84 Gurgaon,2024,Nov,Q4,Other,20000.0
Gurgaon,Sector 84 Gurgaon,2024,Oct,Q4,Apartment,19597.25
Gurgaon,Sector 84 Gurgaon,2025,Apr,Q2,Other,11594.0
Gurgaon,Sector 84 Gurgaon,2025,Feb,Q1,Apartment,23519.0
Gurgaon,Sector 84 Gurgaon,2025,Jan,Q1,Apartment,18041.0
Gurgaon,Sector 84 Gurgaon,2025,Mar,Q1,Apartment,21000.0
Gurgaon,Sector 85 Gurgaon,2024,Aug,Q3,Apartment,13000.0
Gurgaon,Sector 85 Gurgaon,2024,Aug,Q3,Other,14371.0
Gurgaon,Sector 85 Gurgaon,2024,Dec,Q4,Apartment,11792.052631578947
Gurgaon,Sector 85 Gurgaon,2024,Dec,Q4,Other,13067.75
Gurgaon,Sector 85 Gurgaon,2024,Nov,Q4,Apartment,11888.873015873016
Gurgaon,Sector 85 Gurgaon,2024,Nov,Q4,Other,12052.285714285714
Gurgaon,Sector 85 Gurgaon,2024,Nov,Q4,Penthouse,10060.0
Gurgaon,Sector 85 Gurgaon,2024,Oct,Q4,Apartment,12490.191919191919
Gurgaon,Sector 85 Gurgaon,2024,Oct,Q4,Other,13763.2
Gurgaon,Sector 85 Gurgaon,2024,Oct,Q4,Penthouse,10703.0
Gurgaon,Sector 85 Gurgaon,2024,Oct,Q4,Villa,10264.333333333334
Gurgaon,Sector 85 Gurgaon,2024,Sep,Q3,Apartment,12894.315789473685
Gurgaon,Sector 85 Gurgaon,2024,Sep,Q3,Other,13445.0
Gurgaon,Sector 85 Gurgaon,2024,Sep,Q3,Penthouse,9566.0
Gurgaon,Sector 85 Gurgaon,2025,Apr,Q2,Apartment,13665.861538461539
Gurgaon,Sector 85 Gurgaon,2025,Apr,Q2,Other,11942.3
Gurgaon,Sector 85 Gurgaon,2025,Feb,Q1,Apartment,12643.686046511628
Gurgaon,Sector 85 Gurgaon,2025,Feb,Q1,Other,13928.0
Gurgaon,Sector 85 Gurgaon,2025,Feb,Q1,Penthouse,11256.5
Gurgaon,Sector 85 Gurgaon,2025,Jan,Q1,Apartment,12195.808080808081
Gurgaon,Sector 85 Gurgaon,2025,Jan,Q1,Other,13293.9
Gurgaon,Sector 85 Gurgaon,2025,Jan,Q1,Penthouse,10559.666666666666
Gurgaon,Sector 85 Gurgaon,2025,Mar,Q1,Apartment,13034.066666666668
Gurgaon,Sector 85 Gurgaon,2025,Mar,Q1,Other,14857.222222222223
Gurgaon,Sector 85 Gurgaon,2025,Mar,Q1,Penthouse,11114.333333333334
Gurgaon,Sector 85 Gurgaon,2025,May,Q2,Apartment,13914.0
Gurgaon,Sector 85 Gurgaon,2025,May,Q2,Other,13469.5
Gurgaon,Sector 85 Gurgaon,2025,May,Q2,Penthouse,11404.0
Gurgaon,Sector 86 Gurgaon,2024,Aug,Q3,Other,10880.0
Gurgaon,Sector 86 Gurgaon,2024,Dec,Q4,Apartment,9997.25
Gurgaon,Sector 86 Gurgaon,2024,Dec,Q4,Other,10712.0
Gurgaon,Sector 86 Gurgaon,2024,Nov,Q4,Apartment,9917.372549019608
Gurgaon,Sector 86 Gurgaon,2024,Nov,Q4,Other,10054.727272727272
Gurgaon,Sector 86 Gurgaon,2024,Nov,Q4,Villa,9724.5
Gurgaon,Sector 86 Gurgaon,2024,Oct,Q4,Apartment,10097.47619047619
Gurgaon,Sector 86 Gurgaon,2024,Oct,Q4,Other,10235.75
Gurgaon,Sector 86 Gurgaon,2024,Oct,Q4,Villa,10442.5
Gurgaon,Sector 86 Gurgaon,2024,Sep,Q3,Apartment,12361.5
Gurgaon,Sector 86 Gurgaon,2024,Sep,Q3,Other,9939.4
Gurgaon,Sector 86 Gurgaon,2024,Sep,Q3,Villa,10998.0
Gurgaon,Sector 86 Gurgaon,2025,Apr,Q2,Apartment,10111.83606557377
Gurgaon,Sector 86 Gurgaon,2025,Apr,Q2,Other,10724.5
Gurgaon,Sector 86 Gurgaon,2025,Apr,Q2,Villa,10840.0
Gurgaon,Sector 86 Gurgaon,2025,Feb,Q1,Apartment,9787.60606060606
Gurgaon,Sector 86 Gurgaon,2025,Feb,Q1,Other,9464.470588235294
Gurgaon,Sector 86 Gurgaon,2025,Jan,Q1,Apartment,10224.869565217392
Gurgaon,Sector 86 Gurgaon,2025,Jan,Q1,Other,10290.538461538461
Gurgaon,Sector 86 Gurgaon,2025,Mar,Q1,Apartment,10213.421052631578
Gurgaon,Sector 86 Gurgaon,2025,Mar,Q1,Other,9860.0
Gurgaon,Sector 86 Gurgaon,2025,May,Q2,Apartment,9427.25
Gurgaon,Sector 86 Gurgaon,2025,May,Q2,Other,10351.0
Gurgaon,Sector 88 Gurgaon,2025,Apr,Q2,Apartment,18500.0
Gurgaon,Sector 88A,2024,Aug,Q3,Apartment,12269.0
Gurgaon,Sector 88A,2024,Aug,Q3,Other,14302.666666666666
Gurgaon,Sector 88A,2024,Dec,Q4,Apartment,12117.774193548386
Gurgaon,Sector 88A,2024,Dec,Q4,Other,11846.0
Gurgaon,Sector 88A,2024,Jun,Q2,Apartment,14000.0
Gurgaon,Sector 88A,2024,Nov,Q4,Apartment,11049.387096774193
Gurgaon,Sector 88A,2024,Nov,Q4,Other,11576.538461538461
Gurgaon,Sector 88A,2024,Oct,Q4,Apartment,11570.838709677419
Gurgaon,Sector 88A,2024,Oct,Q4,Other,12754.272727272728
Gurgaon,Sector 88A,2024,Sep,Q3,Apartment,10931.0
Gurgaon,Sector 88A,2024,Sep,Q3,Other,11604.8
Gurgaon,Sector 88A,2025,Apr,Q2,Apartment,11861.547169811322
Gurgaon,Sector 88A,2025,Apr,Q2,Other,11799.785714285714
Gurgaon,Sector 88A,2025,Feb,Q1,Apartment,11440.382978723404
Gurgaon,Sector 88A,2025,Feb,Q1,Other,11472.6
Gurgaon,Sector 88A,2025,Jan,Q1,Apartment,11285.555555555555
Gurgaon,Sector 88A,2025,Jan,Q1,Other,11761.708333333334
Gurgaon,Sector 88A,2025,Mar,Q1,Apartment,13886.941176470587
Gurgaon,Sector 88A,2025,Mar,Q1,Other,12431.5
Gurgaon,Sector 88A,2025,May,Q2,Apartment,11628.0
Gurgaon,Sector 88A Gurgaon,2024,Dec,Q4,Other,11655.0
Gurgaon,Sector 88A Gurgaon,2025,Apr,Q2,Other,11613.0
Gurgaon,Sector 88A Gurgaon,2025,Jan,Q1,Apartment,8981.0
Gurgaon,Sector 88A Gurgaon,2025,Mar,Q1,Other,10908.0
Gurgaon,Sector 88B,2024,Dec,Q4,Apartment,11612.0
Gurgaon,Sector 88B,2024,Nov,Q4,Other,11406.0
Gurgaon,Sector 88B,2024,Oct,Q4,Apartment,11845.6
Gurgaon,Sector 88B,2024,Sep,Q3,Other,15865.0
Gurgaon,Sector 88B,2025,Apr,Q2,Apartment,16614.285714285714
Gurgaon,Sector 88B,2025,Feb,Q1,Apartment,12196.666666666666
Gurgaon,Sector 88B,2025,Feb,Q1,Other,12963.0
Gurgaon,Sector 88B,2025,Jan,Q1,Apartment,11627.5
Gurgaon,Sector 88B,2025,Jan,Q1,Other,12387.0
Gurgaon,Sector 88B,2025,Mar,Q1,Apartment,13583.25
Gurgaon,Sector 88B,2025,Mar,Q1,Other,12592.0
Gurgaon,Sector 88B Gurgaon,2025,Apr,Q2,Apartment,16794.833333333332
Gurgaon,Sector 88B Gurgaon,2025,Feb,Q1,Apartment,14218.0
Gurgaon,Sector 88B Gurgaon,2025,Jan,Q1,Apartment,14035.0
Gurgaon,Sector 88B Gurgaon,2025,Mar,Q1,Apartment,15600.0
Gurgaon,Sector 89 A,2024,Dec,Q4,Apartment,11256.714285714286
Gurgaon,Sector 89 A,2024,Dec,Q4,Other,10829.8
Gurgaon,Sector 89 A,2024,Nov,Q4,Apartment,11527.405405405405
Gurgaon,Sector 89 A,2024,Nov,Q4,Other,10927.0
Gurgaon,Sector 89 A,2024,Oct,Q4,Apartment,11066.28125
Gurgaon,Sector 89 A,2024,Oct,Q4,Other,11869.70588235294
Gurgaon,Sector 89 A,2024,Oct,Q4,Penthouse,11177.0
Gurgaon,Sector 89 A,2024,Sep,Q3,Apartment,12103.5
Gurgaon,Sector 89 A,2025,Apr,Q2,Apartment,11763.660714285714
Gurgaon,Sector 89 A,2025,Apr,Q2,Other,10674.125
Gurgaon,Sector 89 A,2025,Apr,Q2,Penthouse,10802.0
Gurgaon,Sector 89 A,2025,Feb,Q1,Apartment,10859.297297297297
Gurgaon,Sector 89 A,2025,Feb,Q1,Other,11442.4375
Gurgaon,Sector 89 A,2025,Feb,Q1,Plot,10903.0
Gurgaon,Sector 89 A,2025,Jan,Q1,Apartment,10926.638888888889
Gurgaon,Sector 89 A,2025,Jan,Q1,Other,11338.90909090909
Gurgaon,Sector 89 A,2025,Mar,Q1,Apartment,10962.192307692309
Gurgaon,Sector 89 A,2025,Mar,Q1,Other,10316.153846153846
Gurgaon,Sector 89 A,2025,Mar,Q1,Penthouse,10697.0
Gurgaon,Sector 89 A,2025,May,Q2,Apartment,10856.6
Gurgaon,Sector 89 A,2025,May,Q2,Other,11396.0
Gurgaon,Sector 89 Gurgaon,2024,Aug,Q3,Apartment,9900.5
Gurgaon,Sector 89 Gurgaon,2024,Aug,Q3,Other,11606.75
Gurgaon,Sector 89 Gurgaon,2024,Dec,Q4,Apartment,10167.714285714286
Gurgaon,Sector 89 Gurgaon,2024,Dec,Q4,Other,12598.818181818182
Gurgaon,Sector 89 Gurgaon,2024,Dec,Q4,Plot,10216.0
Gurgaon,Sector 89 Gurgaon,2024,Jul,Q3,Apartment,15238.0
Gurgaon,Sector 89 Gurgaon,2024,Nov,Q4,Apartment,11513.0
Gurgaon,Sector 89 Gurgaon,2024,Nov,Q4,Other,10118.57142857143
Gurgaon,Sector 89 Gurgaon,2024,Oct,Q4,Apartment,11811.123287671233
Gurgaon,Sector 89 Gurgaon,2024,Oct,Q4,Other,11423.42857142857
Gurgaon,Sector 89 Gurgaon,2024,Oct,Q4,Plot,8333.0
Gurgaon,Sector 89 Gurgaon,2024,Oct,Q4,Villa,10137.0
Gurgaon,Sector 89 Gurgaon,2024,Sep,Q3,Apartment,14505.5
Gurgaon,Sector 89 Gurgaon,2024,Sep,Q3,Other,14293.0
Gurgaon,Sector 89 Gurgaon,2024,Sep,Q3,Villa,9650.0
Gurgaon,Sector 89 Gurgaon,2025,Apr,Q2,Apartment,11834.661016949152
Gurgaon,Sector 89 Gurgaon,2025,Apr,Q2,Other,10574.208333333334
Gurgaon,Sector 89 Gurgaon,2025,Apr,Q2,Plot,15500.0
Gurgaon,Sector 89 Gurgaon,2025,Feb,Q1,Apartment,12309.066666666668
Gurgaon,Sector 89 Gurgaon,2025,Feb,Q1,Other,12318.5625
Gurgaon,Sector 89 Gurgaon,2025,Jan,Q1,Apartment,12299.038461538461
Gurgaon,Sector 89 Gurgaon,2025,Jan,Q1,Other,11949.114285714286
Gurgaon,Sector 89 Gurgaon,2025,Jan,Q1,Villa,10263.0
Gurgaon,Sector 89 Gurgaon,2025,Mar,Q1,Apartment,11280.411764705883
Gurgaon,Sector 89 Gurgaon,2025,Mar,Q1,Other,11551.526315789473
Gurgaon,Sector 89 Gurgaon,2025,May,Q2,Apartment,9836.8125
Gurgaon,Sector 89 Gurgaon,2025,May,Q2,Other,9899.5
Gurgaon,Sector 9,2024,Aug,Q3,Apartment,99.0
Gurgaon,Sector 9,2024,Nov,Q4,Apartment,8666.0
Gurgaon,Sector 9,2024,Nov,Q4,Other,9558.0
Gurgaon,Sector 9,2024,Oct,Q4,Apartment,7027.0
Gurgaon,Sector 9,2025,Jan,Q1,Apartment,8083.0
Gurgaon,Sector 9 Gurgaon,2024,Nov,Q4,Apartment,7281.5
Gurgaon,Sector 9 Gurgaon,2024,Sep,Q3,Apartment,10833.0
Gurgaon,Sector 9 Gurgaon,2025,Apr,Q2,Apartment,5990.0
Gurgaon,Sector 9 Gurgaon,2025,Feb,Q1,Apartment,6882.0
Gurgaon,Sector 9 Gurgaon,2025,Jan,Q1,Apartment,8223.333333333334
Gurgaon,"Sector 9, Imt Manesar",2024,Nov,Q4,Apartment,8327.0
Gurgaon,"Sector 9, Imt Manesar",2025,Apr,Q2,Apartment,2457.0
Gurgaon,"Sector 9, Imt Manesar",2025,Feb,Q1,Apartment,3590.0
Gurgaon,"Sector 9, Imt Manesar",2025,Jan,Q1,Apartment,3349.6666666666665
Gurgaon,Sector 90 Gurgaon,2024,Aug,Q3,Apartment,9789.666666666666
Gurgaon,Sector 90 Gurgaon,2024,Aug,Q3,Other,12984.0
Gurgaon,Sector 90 Gurgaon,2024,Dec,Q4,Apartment,9995.685714285713
Gurgaon,Sector 90 Gurgaon,2024,Dec,Q4,Other,10600.333333333334
Gurgaon,Sector 90 Gurgaon,2024,Jul,Q3,Apartment,11337.0
Gurgaon,Sector 90 Gurgaon,2024,Nov,Q4,Apartment,9943.065217391304
Gurgaon,Sector 90 Gurgaon,2024,Nov,Q4,Other,10469.21052631579
Gurgaon,Sector 90 Gurgaon,2024,Nov,Q4,Plot,8545.0
Gurgaon,Sector 90 Gurgaon,2024,Nov,Q4,Studio,13750.0
Gurgaon,Sector 90 Gurgaon,2024,Oct,Q4,Apartment,9784.35
Gurgaon,Sector 90 Gurgaon,2024,Oct,Q4,Other,10119.333333333334
Gurgaon,Sector 90 Gurgaon,2024,Oct,Q4,Plot,13750.0
Gurgaon,Sector 90 Gurgaon,2024,Oct,Q4,Villa,10364.333333333334
Gurgaon,Sector 90 Gurgaon,2024,Sep,Q3,Apartment,10541.4
Gurgaon,Sector 90 Gurgaon,2024,Sep,Q3,Other,11173.6
Gurgaon,Sector 90 Gurgaon,2025,Apr,Q2,Apartment,10575.884615384615
